payment_id,order_id,customer_id,amount,fee,tax,refund_amount,adjustment,settlement_id,settlement_amount,utr,currency,status,created_at,settled_at,payment_method,gstin,source,description
pay_c5255f1508,order_11c275ac57,cust_79c272e12d,436548,8731,1572,0,17462,setl_699287b9a5,408783.0,setl_699287b9a5,INR,captured,2026-02-22 05:16:08.956278,2026-02-24 05:16:08.956278,upi,29AABCU9603R1ZX,razorpay,Razorpay capture pay_c5255f1508
pay_bc7c66126e,order_3d183b1da7,cust_e5ecfd8c77,267233,5345,962,0,0,setl_4330c7061d,260926.0,setl_4330c7061d,INR,captured,2026-04-05 10:01:38.956278,2026-04-07 10:01:38.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_bc7c66126e
pay_a3502925f2,order_76e7e9e5db,cust_1ad18e1109,374307,7486,1347,0,0,setl_9bfc63f4ba,365474.0,setl_9bfc63f4ba,INR,captured,2026-05-11 11:38:14.956278,2026-05-13 11:38:14.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_a3502925f2
pay_7a7036e2b8,order_0dcde6887b,cust_3609cd8fe4,184047,3681,663,0,0,setl_66cfe9c9e0,179703.0,setl_66cfe9c9e0,INR,captured,2026-02-04 06:35:32.956278,2026-02-06 06:35:32.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_7a7036e2b8
pay_cad8b68b91,order_4bb52c9e18,cust_0d41ba5c1a,231445,4629,833,0,0,setl_01129da89a,225983.0,setl_01129da89a,INR,captured,2026-05-23 04:01:29.956278,2026-05-25 04:01:29.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_cad8b68b91
pay_143e39422e,order_ff66121c9d,cust_70129ead8e,494772,9895,1781,0,0,setl_cebdf08e3d,483096.0,setl_cebdf08e3d,INR,captured,2026-03-17 12:51:34.956278,2026-03-19 12:51:34.956278,upi,29AABCU9603R1ZX,razorpay,Razorpay capture pay_143e39422e
pay_e559a914f5,order_aba48d5cd0,cust_b232d6494a,490373,9807,1765,0,0,setl_d538d9f529,478801.0,setl_d538d9f529,INR,captured,2025-12-31 08:12:58.956278,2026-01-02 08:12:58.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_e559a914f5
pay_d272c51270,order_310732dcdb,cust_066ca48515,234846,4697,845,0,0,setl_032d871c3c,229304.0,setl_032d871c3c,INR,captured,2026-04-09 09:03:05.956278,2026-04-11 09:03:05.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_d272c51270
pay_206f7e2bbd,order_f4c6c2f9d5,cust_e1b3a09cad,445625,8912,1604,0,0,setl_8f297da023,435109.0,setl_8f297da023,INR,captured,2026-01-16 17:13:18.956278,2026-01-18 17:13:18.956278,upi,29AABCU9603R1ZX,razorpay,Razorpay capture pay_206f7e2bbd
pay_8871e142a5,order_f6a8e26367,cust_d364e9131a,407181,8144,1466,0,0,setl_c940bd5ab0,218664.0,setl_c940bd5ab0,INR,captured,2026-03-02 02:54:46.956278,2026-03-04 02:54:46.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_8871e142a5
pay_0775c0ef37,order_9621da1cee,cust_f9bb541c91,494330,9887,1780,0,0,setl_50df7fdb85,482663.0,setl_50df7fdb85,INR,captured,2026-02-08 16:22:51.956278,2026-02-10 16:22:51.956278,upi,29AABCU9603R1ZX,razorpay,Razorpay capture pay_0775c0ef37
pay_81a7248be1,order_d87779910a,cust_0b2785a8b9,385480,7710,1388,0,0,setl_be42de64da,376382.0,setl_be42de64da,INR,captured,2026-08-08 02:16:52.956278,2026-08-10 02:16:52.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_81a7248be1
pay_f089c1055d,order_fb2a22c89f,cust_8ca60bca4b,332800,6656,1198,0,0,setl_056f9a3c7e,324946.0,setl_056f9a3c7e,INR,captured,2026-08-09 05:59:35.956278,2026-08-11 05:59:35.956278,upi,29AABCU9603R1ZX,razorpay,Razorpay capture pay_f089c1055d
pay_6f4f095a38,order_1f94e7ae1c,cust_865fef788e,393636,11810,1417,0,0,setl_25d64bd11c,380409.0,setl_25d64bd11c,INR,captured,2026-01-18 12:11:41.956278,2026-01-20 12:11:41.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_6f4f095a38
pay_577734b62e,order_c6bee24211,cust_380b372d96,77953,1559,281,0,0,setl_91ebf7b08a,76113.0,setl_91ebf7b08a,INR,captured,2026-04-06 12:00:51.956278,2026-04-08 12:00:51.956278,upi,29AABCU9603R1ZX,razorpay,Razorpay capture pay_577734b62e
pay_2d966f126e,order_7c4ffd75df,cust_bac1c314e1,204543,4091,736,0,0,setl_67db5d4134,199716.0,setl_67db5d4134,INR,captured,2026-06-22 05:44:40.956278,2026-06-24 05:44:40.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_2d966f126e
pay_481d607c0c,order_b3df9f199f,cust_bbdfef429e,118391,2368,426,0,0,setl_d11e80c45d,115597.0,setl_d11e80c45d,INR,captured,2026-08-27 23:30:33.956278,2026-08-29 23:30:33.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_481d607c0c
pay_29083ea81e,order_093a9d8121,cust_8576dc1e59,376375,7528,1355,0,0,setl_d87a6f0bae,367492.0,setl_d87a6f0bae,INR,captured,2026-01-09 19:46:41.956278,2026-01-11 19:46:41.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_29083ea81e
pay_aee0d281e3,order_cf8dddabf0,cust_d82d4c1e56,148099,2962,533,148099,0,setl_9fb8c6fbe8,144604.0,setl_9fb8c6fbe8,INR,refunded,2026-06-07 23:43:03.956278,2026-06-09 23:43:03.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_aee0d281e3
pay_9be144942f,order_390c9f0450,cust_946c301024,328239,6565,1182,0,0,setl_9ce0c8e9ef,320492.0,setl_9ce0c8e9ef,INR,captured,2026-05-08 13:32:13.956278,2026-05-10 13:32:13.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_9be144942f
pay_e5021fa3cd,order_2126063cb8,cust_e60a4c6d53,370152,7403,1333,37015,0,setl_f806858527,361416.0,setl_f806858527,INR,partially_refunded,2026-03-29 14:41:54.956278,2026-03-31 14:41:54.956278,upi,29AABCU9603R1ZX,razorpay,Razorpay capture pay_e5021fa3cd
pay_803e61994a,order_9bcfc0640f,cust_b386c1e50b,440412,8808,1585,0,0,setl_80c51d67ee,430019.0,setl_80c51d67ee,INR,captured,2026-03-20 01:32:05.956278,2026-03-22 01:32:05.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_803e61994a
pay_93d5fe8270,order_4b2282b548,cust_416cc9863b,452186,9044,1628,0,0,setl_048f780394,441514.0,setl_048f780394,INR,captured,2026-07-11 15:50:09.956278,2026-07-13 15:50:09.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_93d5fe8270
pay_57ab4ffb85,order_33904c4754,cust_271ad0e787,167557,3351,603,0,0,setl_7c8123aca1,163603.0,setl_7c8123aca1,INR,captured,2026-01-01 02:42:43.956278,2026-01-16 02:42:43.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_57ab4ffb85
pay_aa058fcd8f,order_ec50247cec,cust_ffe10eadc6,283626,5673,1021,0,0,setl_792519b228,276932.0,setl_792519b228,INR,captured,2026-05-14 17:57:54.956278,2026-05-16 17:57:54.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_aa058fcd8f
pay_4652e414ae,order_60563cebc6,cust_72121cb59c,375091,7502,1350,0,0,,,,INR,captured,2025-12-21 12:34:04.956278,2025-12-23 12:34:04.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_4652e414ae
pay_353305ae57,order_ccb1129741,cust_f18f0056ba,187082,3742,674,0,0,setl_3605cdf387,182666.0,setl_3605cdf387,INR,captured,2026-03-05 17:49:31.956278,2026-03-07 17:49:31.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_353305ae57
pay_7f9ab048f2,order_424843dfcf,cust_4329e80fcd,109746,2195,395,0,0,setl_e51de6149d,107156.0,setl_e51de6149d,INR,captured,2025-12-19 21:48:19.956278,2025-12-21 21:48:19.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_7f9ab048f2
pay_057f3aedee,order_0c6352d399,cust_7bab493c4c,127792,2556,460,0,0,setl_0a2bbcde9e,124776.0,setl_0a2bbcde9e,INR,captured,2026-03-28 20:42:35.956278,2026-03-30 20:42:35.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_057f3aedee
pay_ac4f94bc03,order_9fabd639f1,cust_995ad7bb8f,150595,3012,542,0,0,setl_8aa24517d6,147041.0,setl_8aa24517d6,INR,captured,2026-07-11 01:28:27.956278,2026-07-13 01:28:27.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_ac4f94bc03
pay_3695e0eb23,order_03d0e177bb,cust_ae8f4c4173,297936,5959,1073,0,0,setl_ccd5d0968a,290904.0,setl_ccd5d0968a,INR,captured,2026-06-18 08:32:02.956278,2026-06-20 08:32:02.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_3695e0eb23
pay_641bc611f1,order_9ef2bf86b7,cust_d07091cecf,496759,9935,1788,0,0,setl_c132f11f72,485036.0,setl_c132f11f72,INR,captured,2026-04-18 04:44:06.956278,2026-04-20 04:44:06.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_641bc611f1
pay_9ef93a3b86,order_e5c3984ad8,cust_2eb86b7f74,153869,3077,554,0,0,setl_a7f61a5346,150238.0,setl_a7f61a5346,INR,captured,2026-05-07 19:22:15.956278,2026-05-09 19:22:15.956278,upi,29AABCU9603R1ZX,razorpay,Razorpay capture pay_9ef93a3b86
pay_6c56fc0b9f,order_56a297a5fa,cust_8a8414d90a,316953,6339,1141,0,0,setl_3854fe1f96,309473.0,setl_3854fe1f96,INR,captured,2025-12-26 04:37:28.956278,2025-12-28 04:37:28.956278,upi,29AABCU9603R1ZX,razorpay,Razorpay capture pay_6c56fc0b9f
pay_8c455bc79c,order_de13219151,cust_2cdec7eca0,339787,6796,1223,0,0,setl_31f3668a9e,331768.0,setl_31f3668a9e,INR,captured,2026-01-18 16:20:04.956278,2026-01-20 16:20:04.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_8c455bc79c
pay_184b482e2e,order_9bed30c316,cust_2278693c4e,320554,6411,1154,0,0,setl_1f7ff342f4,312989.0,setl_1f7ff342f4,INR,captured,2026-05-07 03:18:35.956278,2026-05-09 03:18:35.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_184b482e2e
pay_f1934ce415,order_7a14a1fa81,cust_fac3a57a7b,444297,8886,1599,0,0,setl_f0903a41a3,433812.0,setl_f0903a41a3,INR,captured,2026-02-09 10:07:26.956278,2026-02-11 10:07:26.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_f1934ce415
pay_4f2c656d36,order_5328a88bd3,cust_c859e6d8a2,98078,1962,353,0,0,setl_a04cf6203a,95763.0,setl_a04cf6203a,INR,captured,2026-05-07 14:49:02.956278,2026-05-09 14:49:02.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_4f2c656d36
pay_7f545af92d,order_6c7c19e2b0,cust_ae7a73a70c,457734,9155,1648,0,0,setl_a9730db8e3,446931.0,setl_a9730db8e3,INR,captured,2025-12-25 16:09:35.956278,2025-12-27 16:09:35.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_7f545af92d
pay_67d718036c,order_b2fac25a8a,cust_fc13f8227f,314598,6292,1133,0,0,setl_9168513d97,307173.0,setl_9168513d97,INR,captured,2026-07-07 21:35:14.956278,2026-07-09 21:35:14.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_67d718036c
pay_c28cf4f7f7,order_9278490dc9,cust_4905f826ad,450015,9000,1620,0,0,setl_aa8c6d48ca,439395.0,setl_aa8c6d48ca,INR,captured,2026-08-29 10:50:06.956278,2026-08-31 10:50:06.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_c28cf4f7f7
pay_b4c7c923a8,order_bf8a26e7cd,cust_70d9430efc,296321,5926,1067,0,0,setl_22474d2d47,289328.0,setl_22474d2d47,INR,captured,2026-03-27 19:52:04.956278,2026-03-29 19:52:04.956278,upi,29AABCU9603R1ZX,razorpay,Razorpay capture pay_b4c7c923a8
pay_0d38ac8459,order_d6312f62e9,cust_7ab5758125,270950,5419,975,270950,0,setl_89644cf3ee,264556.0,setl_89644cf3ee,INR,refunded,2026-05-20 21:53:15.956278,2026-05-22 21:53:15.956278,upi,29AABCU9603R1ZX,razorpay,Razorpay capture pay_0d38ac8459
pay_06b7dcfbaa,order_ce446ca8a1,cust_9c7976c653,495030,9901,1782,0,0,setl_9d8174036c,483347.0,setl_9d8174036c,INR,captured,2026-07-29 23:56:29.956278,2026-07-31 23:56:29.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_06b7dcfbaa
pay_d09d8cc9bc,order_b97448ca9e,cust_1dfdc3460f,241783,4836,870,0,0,setl_4f6194b07c,236077.0,setl_4f6194b07c,INR,captured,2026-05-02 05:11:19.956278,2026-05-04 05:11:19.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_d09d8cc9bc
pay_ff2bc2c935,order_ab2c4ea5c4,cust_f66eb7a602,415293,8306,1495,0,0,setl_957504e48b,405492.0,setl_957504e48b,INR,captured,2026-08-20 03:45:38.956278,2026-08-22 03:45:38.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_ff2bc2c935
pay_50912f6dcd,order_cd61c401bb,cust_ffd4b840b6,400936,8019,1443,0,0,setl_65e9c6d113,391474.0,setl_65e9c6d113,INR,captured,2026-04-18 22:44:12.956278,2026-04-20 22:44:12.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_50912f6dcd
pay_eaa6af62f6,order_c4787f35b6,cust_5e2335b8a9,194549,3891,700,0,0,setl_44ed91dc9c,189958.0,setl_44ed91dc9c,INR,captured,2026-03-27 11:05:53.956278,2026-03-29 11:05:53.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_eaa6af62f6
pay_77e0b5897f,order_5a73f5a77a,cust_a94f3004bd,375927,7519,1353,0,0,setl_58fd19a82b,367055.0,setl_58fd19a82b,INR,captured,2026-07-13 15:18:39.956278,2026-07-22 15:18:39.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_77e0b5897f
pay_4bb039895c,order_1c6c8ee1b3,cust_cda7131b33,343129,6863,1235,0,0,setl_2cc62abef4,335031.0,setl_2cc62abef4,INR,captured,2026-07-17 03:44:58.956278,2026-07-19 03:44:58.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_4bb039895c
pay_f7fbedf93a,order_9ffa2065f9,cust_e3e5b42e23,292153,5843,1052,0,0,setl_319c65423b,285258.0,setl_319c65423b,INR,captured,2026-04-20 12:26:30.956278,2026-04-22 12:26:30.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_f7fbedf93a
pay_452b5ecf63,order_609c0d6acd,cust_0c4b0543e6,441224,8824,1588,0,0,setl_f173d609b7,430812.0,setl_f173d609b7,INR,captured,2026-05-14 06:50:07.956278,2026-05-16 06:50:07.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_452b5ecf63
pay_b36c4b1bd3,order_707c562c10,cust_5314ff2bb1,75816,1516,273,0,0,setl_185af85558,74027.0,setl_185af85558,INR,captured,2026-04-28 04:10:46.956278,2026-04-30 04:10:46.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_b36c4b1bd3
pay_263700e823,order_138a96681d,cust_e426d99efb,232424,4648,837,0,0,setl_6394cdb5f8,226939.0,setl_6394cdb5f8,INR,captured,2026-02-09 03:18:09.956278,2026-02-11 03:18:09.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_263700e823
pay_957b26e154,order_2c288c9842,cust_799a8eb567,175672,3513,632,0,0,setl_c3c4a42de7,171527.0,setl_c3c4a42de7,INR,captured,2026-08-19 10:16:13.956278,2026-08-21 10:16:13.956278,upi,29AABCU9603R1ZX,razorpay,Razorpay capture pay_957b26e154
pay_3d29f96fc5,order_82e2d0292a,cust_42f40337c0,358547,7171,1291,0,0,setl_a76cdde422,350085.0,setl_a76cdde422,INR,captured,2026-02-21 02:15:03.956278,2026-02-23 02:15:03.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_3d29f96fc5
pay_742a3ed5ee,order_56eb731326,cust_ad1ca4e52e,219935,4399,792,0,0,setl_33c5e54e89,214744.0,setl_33c5e54e89,INR,captured,2026-07-09 22:53:35.956278,2026-07-11 22:53:35.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_742a3ed5ee
pay_06721d3868,order_13f395055d,cust_64a27b133f,364172,7283,1311,0,14567,setl_9b52df0e1f,341011.0,setl_9b52df0e1f,INR,captured,2025-12-27 05:35:12.956278,2025-12-29 05:35:12.956278,upi,29AABCU9603R1ZX,razorpay,Razorpay capture pay_06721d3868
pay_8fa517b4ce,order_25460a466b,cust_43a8e716c5,442570,8851,1593,0,0,setl_76b5368288,432126.0,setl_76b5368288,INR,captured,2026-03-24 23:47:56.956278,2026-03-26 23:47:56.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_8fa517b4ce
pay_40f8a99329,order_c86716d081,cust_4070037559,125196,2504,451,0,0,setl_fa6141ea29,122241.0,setl_fa6141ea29,INR,captured,2026-03-22 10:24:50.956278,2026-03-24 10:24:50.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_40f8a99329
pay_7e60995b24,order_d1ca374bb2,cust_1ede70287a,324646,6493,1169,0,0,setl_edcc67f13e,316984.0,setl_edcc67f13e,INR,captured,2026-02-05 23:42:12.956278,2026-02-07 23:42:12.956278,upi,29AABCU9603R1ZX,razorpay,Razorpay capture pay_7e60995b24
pay_ace5ee6bfc,order_2daf770383,cust_4b2e6de8eb,142427,2849,513,0,0,setl_761ab7b0be,139065.0,setl_761ab7b0be,INR,captured,2026-01-20 01:48:47.956278,2026-01-22 01:48:47.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_ace5ee6bfc
pay_90e6b5319f,order_a082f55986,cust_aba0102dbe,452892,9058,1630,0,0,setl_becf709ece,442204.0,setl_becf709ece,INR,captured,2026-01-06 18:41:44.956278,2026-01-08 18:41:44.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_90e6b5319f
pay_590a6316e4,order_d913386752,cust_61b1a98320,405797,8116,1461,0,0,setl_f6631c5c50,396220.0,setl_f6631c5c50,INR,captured,2026-07-16 10:37:19.956278,2026-07-31 10:37:19.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_590a6316e4
pay_a5105af460,order_f69681123c,cust_98337da263,409571,8191,1474,0,0,setl_0124a32c6b,399906.0,setl_0124a32c6b,INR,captured,2026-08-03 04:33:30.956278,2026-08-05 04:33:30.956278,upi,29AABCU9603R1ZX,razorpay,Razorpay capture pay_a5105af460
pay_fb8e9cfbf6,order_d74113ae76,cust_d9f490b851,137417,2748,495,0,0,setl_5874dae027,134174.0,setl_5874dae027,INR,captured,2026-08-12 00:52:07.956278,2026-08-14 00:52:07.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_fb8e9cfbf6
pay_2590b7d2ef,order_40679acd46,cust_880e83be61,133451,2669,480,0,0,setl_5d963dd52e,130302.0,setl_5d963dd52e,INR,captured,2026-05-23 11:35:49.956278,2026-05-25 11:35:49.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_2590b7d2ef
pay_1e05299ee1,order_3e385c645e,cust_1a5c06a535,304871,6097,1097,0,12195,setl_8604ba8e1d,285482.0,setl_8604ba8e1d,INR,captured,2025-12-24 00:47:03.956278,2025-12-26 00:47:03.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_1e05299ee1
pay_cae75ad56a,order_917ca9f189,cust_3d0c5dc6d7,475542,9511,1712,0,0,setl_03e223bdfa,464319.0,setl_03e223bdfa,INR,captured,2025-12-17 01:55:46.956278,2025-12-19 01:55:46.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_cae75ad56a
pay_64f6a7d553,order_735aa20338,cust_1c9374dbe6,72617,1452,261,0,0,setl_1c08622f55,70904.0,setl_1c08622f55,INR,captured,2026-03-02 13:19:43.956278,2026-03-04 13:19:43.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_64f6a7d553
pay_9594ad80c2,order_36445f2e01,cust_b664081aff,198940,3979,716,0,0,setl_9f0da205d9,194245.0,setl_9f0da205d9,INR,captured,2026-05-23 08:22:23.956278,2026-05-25 08:22:23.956278,upi,29AABCU9603R1ZX,razorpay,Razorpay capture pay_9594ad80c2
pay_185547681a,order_f80b25009e,cust_5fef48cb99,177472,3549,639,0,0,setl_12ddd7412e,173284.0,setl_12ddd7412e,INR,captured,2026-06-21 01:00:12.956278,2026-06-23 01:00:12.956278,card,29AABCU9603R1ZX,razorpay,Razorpay capture pay_185547681a
pay_bc7f9cbda9,order_47af5304bf,cust_aac714da9d,378422,7568,1362,0,0,setl_c2d64bc8e6,369492.0,setl_c2d64bc8e6,INR,captured,2025-12-25 08:08:01.956278,2025-12-27 08:08:01.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_bc7f9cbda9
pay_4f9be1cb3a,order_a4b8e1b4ee,cust_dfe9fb6578,344672,6893,1241,0,0,setl_ffa1068405,336538.0,setl_ffa1068405,INR,captured,2026-01-14 03:48:07.956278,2026-01-16 03:48:07.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_4f9be1cb3a
pay_908d36aaff,order_f7441c98d7,cust_e13ea22a64,332246,6645,1196,83062,0,setl_df13b8788c,324405.0,setl_df13b8788c,INR,partially_refunded,2026-02-25 14:12:48.956278,2026-02-27 14:12:48.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_908d36aaff
pay_29680b4569,order_912bbaa607,cust_fd956e0abf,414546,8291,1492,0,0,setl_b527597f30,404763.0,setl_b527597f30,INR,captured,2026-02-14 10:21:38.956278,2026-02-16 10:21:38.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_29680b4569
pay_d008052540,order_898dc3f846,cust_c81bf6fb48,65045,1301,234,0,0,setl_67b91815fc,63510.0,setl_67b91815fc,INR,captured,2026-06-21 18:41:01.956278,2026-06-23 18:41:01.956278,upi,29AABCU9603R1ZX,razorpay,Razorpay capture pay_d008052540
pay_4be2ac69c6,order_3dddcaa964,cust_7d3bdb1774,110145,2203,397,27536,0,setl_67a7e02fac,107545.0,setl_67a7e02fac,INR,partially_refunded,2026-08-11 07:51:09.956278,2026-08-13 07:51:09.956278,netbanking,29AABCU9603R1ZX,razorpay,Razorpay capture pay_4be2ac69c6
pay_44bd56eec5,order_bbc442a513,cust_ddcd59be61,136753,2735,492,0,0,setl_e69dcc0c1f,133526.0,setl_e69dcc0c1f,INR,captured,2026-07-15 12:23:47.956278,2026-07-17 12:23:47.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_44bd56eec5
pay_65e36537a5,order_02fc847088,cust_fbfb862ef1,242353,4847,872,0,0,setl_898b2e360f,236634.0,setl_898b2e360f,INR,captured,2026-02-21 04:04:31.956278,2026-03-08 04:04:31.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_65e36537a5
pay_d44956f529,order_2b94cc316e,cust_34a61ef6f8,342271,6845,1232,0,0,setl_f0b23d3c92,334194.0,setl_f0b23d3c92,INR,captured,2026-04-02 20:52:26.956278,2026-04-11 20:52:26.956278,wallet,29AABCU9603R1ZX,razorpay,Razorpay capture pay_d44956f529
pay_8a6ca7ead5,order_8767b2413d,cust_34a8a9ebaf,104333,2087,376,0,0,setl_6d9a5f795d,101870.0,setl_6d9a5f795d,INR,captured,2026-01-26 12:17:51.956278,2026-01-28 12:17:51.956278,upi,29AABCU9603R1ZX,razorpay,Razorpay capture pay_8a6ca7ead5
